species|Leaf shape: 5. leaf base|First historical record: 1. date|After-ripening requirement|Root depth: 1. type|Root persistence|Stomata: 1. surfaces present|Sepal number|Range: 3. continents where native|Range: 2. european countries where introduced|Age at first flowering|Incompatibility systems|Photosynthetic pathway|Vegetative reproduction/persistence: 2. pattern|Ellenberg: Temperature|Soil pH: 2. extreme minimum|Leaf lamina thickness: 1. range|Seed viability|Drought Tolerance|Height: 4. typical minimum (cm)|Chromosome number(s): 1. number|Maximum seedbank density (m2)|Change Index|Heteromorphy|Flow|Soil moisture: 3. supply|Lemma|Minimum temperature germination|Ellenberg: Continetality|Seed/ovule ratio|Cleistogamy|Dispersal agent|Height: 2. extreme minimum (cm)|Response to vertebrate grazing|Soil moisture: 1. water table|Normal method of propagation|Stomata: 3. density on upper surface (no/mm2)|Mono/poly-carpic|Longevity of stems (yrs)|Seedbank type|Petal no|Dynamics|Max. Stem Diameter (mm)|Pollen viability|Leaf shape: 6. petiole|Flowering time: 2. latest month|Germination requirements 3. temperature fluctuation|Petal (sepal) size (cm)|Mature leaf N concentration (mg/g)|rgr|Ellenberg Indicator: Salt|Altitude: 1. maximum recorded (m)|Seed production: 2. typical range (/flower)|Pollen vector|Status|Life Form: normal state|Soil pH: 1. extreme maximum|Exposure|Southern European Limit (Latitude, 5C band)|Response to drought|Ellenberg Indicator: Light|Northern Limit in Britain|Ellenberg Indicator: Nitrogen|Annual seed dispersal|Continentality|Dispersule size - length of longest axis (mm)|Nutrition|Stems: 2. support|Height: 3. typical maximum (cm)|Seed weight: 1. maximum (mg)|Minimum temperature at which 50% seeds germinate|Seedbank density: recorded values|Time of seed dispersal (season)|Water pH: 4. typical minimum|EW Index|Life-form|First historical record: 2. site|Leaf shape: 8. maximum petiole length (mm)|Ellenberg: pH|Inflorescence type|Ellenberg : Moisture|number of European countries in which native|July mean temperature|Heterophylly|Fine root diameter (um)|Altitude: 2. minimum recorded (m)|Leaf longevity: 2. number of months|Maximum depth of leaves|Maximum temperature of germination|2C DNA content (pg)|SN Index|British distribution (post 1949 records)|Seedbank longevity|Germination requirements 2. light|Mean seedbank density (m2)|Vegetative reproduction/persistence: 1. method|Dicliny|Germination type|Fertilization|Clonality: normal state|Rarity Status|Seed production: 1. maximum (/flower)|Mature leaf P concentration (mg/g)|Fossil record: 1. earliest record|Root hairs|Leaf shape: 1. type|Stamen number|Leaf shape: 4. length versus breadth|Root depth: 2. depth (cm)|Glume, upper|Photoperiodism: 1. type|Maximum temperature at which 50% seeds germinate|Conservation Status|Pollen: 1. mono/di-morphic|Heavy metal resistance|Life Form: less frequent state|Seedling growth rate - maximum (/d)|Physical defences on leaves|Medicinal Use|Response to frost (non-woody tissue)|Physical defences on stems|Leaf position|Southern European Limit|Flower colour|Time of germination (season)|Clonality: less frequent state|Auricle|Water nutrients|Seed production: 3. typical range (/plant)|Mean Spore Diameter (Pteridophytes) (µ m )|Soil pH: 4. typical minimum|Northern European Limit (Lat,5C band)|Stomata: 2. density on lower surface(no/mm2)|Flowering time: 1. earliest month|Water pH: 3. typical maximum|Leaf folding|Pollen: 2. diameter (um)|Spread|Germination requirements 1. chilling|Leaf area (cm2)|Carpel/Style number|Waterlogging tolerance|Response to frost (seedlings)|Water pH: 2. extreme minimum|Physical defences on flowers/fruits|Soil nutrients|Glume lower|Pollen/ovule ratio|Seed size - length of longest axis (mm)|Stomata 4: density, surface indeterminate (no/mm2)|Water pH: 1. extreme maximum|Mean plant dry mass(mg)|Leaf shape: 2. outline|Appendages on dispersal unit|Leaf shape: 7. minimum petiole length (mm)|Stigma number|Leaf shape: 3. pointed/round|Carnivory|Range: 4. continents where introduced|Height 5: Mean (cm)|Soil pH: 3. typical maximum|Photoperiodism: 2. threshold value (h)|Altitude: 4. typical minimum (m)|Palea|Leaf longevity: 1. type|Shade|Annual precipitation|Seed weight: 3. mean (mg)|Seed weight: 2. minimum (mg)|January mean temperature|Ligule|Flowering time: 3. peak month|Stems: 1. woodiness|Root hair length (mm)|Root system|Height: 1. extreme maximum (cm)|Minimum seedbank density (m2)|Shade tolerance|Range: 1. european countries where native|Dichogamy|Inbreeding (%)|Rgr max|Biome|Soil moisture: 2. drainage|Physical defences on buds|Salinity|Typical abundance where naturally occurring|Fossil record: 2. earliest postglacial record|Eastern Limit|id
sorbus_anglica|cuneate|nan|nan|nan|nan|nan|5|Europe|nan|nan|nan|C3|nan|nan|nan|nan|nan|nan|100|68|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|polycarpic|nan|nan|5|nan|nan|nan|petiolate|5|nan|0.825|nan|nan|0|nan|nan|none|native|Nanophanerophyte|nan|nan|<45|nan|6|No|4|nan|Not continental|nan|autotrophic|self-supporting|200|nan|nan|nan|nan|nan|7.08|phanerophyte|nan|20|8|corymb|4|2|15|none|nan|nan|nan|nan|nan|nan|1.84|nan|nan|nan|nan|nan|nan|nan|nan|Little or no vegetative spread|Rare|nan|nan|nan|nan|simple|20|1-3 times as long as wide|nan|nan|nan|nan|Vulnerable|nan|none|nan|nan|dense hairs, glabrous|nan|nan|nan|nan|No|white|nan|nan|nan|nan|nan|nan|nan|>65|nan|5|nan|nan|nan|height = width|nan|10-100|3|nan|nan|nan|dense hairs|nan|nan|nan|nan|nan|nan|nan|lobed and toothed|nan|12|3|pointed|does not kill insects|nan|nan|nan|nan|nan|nan|aestival|nan|1082|12.282|nan|3.8|nan|nan|woody|nan|nan|nan|nan|nan|nan|nan|nan|nan|Temperate|nan|nan|nan|nan|nan|Oceanic|800280109
sorbus_aria|cuneate|1570|nan|deep|nan|lower|5|Europe|nan|nan|nan|C3|no ramets|5, nan|nan|nan|nan|3.55|nan|34|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|eaten by birds|nan|nan|nan|seed|0|polycarpic|nan|transient|5|nan|400|nan|petiolate|6|nan|0.6|nan|nan|0, 0, nan|457|1-10|insect|native|Mega- meso- and micro- phanerophyte|nan|nan|<45|nan|6, 6, nan|No|3, 4, nan|irregular|Not continental|12.5|autotrophic|self-supporting|1500|nan|nan|nan|autumn|nan|4.85|phanerophyte|nan|20|7, 7, nan|corymb|4, 4, nan|21|16|none|nan|0|nan|nan|nan|1.42|2.74|nan|nan|nan|nan|none|nan|nan|apomictic|Little or no vegetative spread|Present|6|nan|nan|nan|simple|20|1-3 times as long as wide|nan|nan|nan|nan|nan|nan|none|nan|nan|glabrous, soft hairs|nan|nan|soft hairs|nan|No|white|spring|nan|nan|nan|nan|nan|nan|>65|225|5|nan|nan|nan|height > width|nan|10-100|3|1.32|nan|nan|soft hairs|infertile, very infertile|nan|nan|nan|nan|nan|nan|toothed|nan|7|3|pointed|does not kill insects|nan|nan|nan|nan|0|nan|aestival|light, mid, none|774|169, 22, 30, 439, 92|nan|3.8|nan|nan|woody|nan|nan|2000|nan|3|nan|nan|nan|nan|Temperate|nan|glabrous|nan|frequent|nan|European|800280050
sorbus_arranensis|cuneate|nan|nan|nan|nan|nan|5|Europe|nan|nan|nan|C3|nan|nan|nan|nan|nan|3.88|nan|51|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|polycarpic|nan|nan|5|nan|nan|nan|petiolate|6|nan|0.525|nan|nan|0|nan|nan|none|native|Mega- meso- and micro- phanerophyte|nan|nan|nan|nan|7|No|3|nan|Not continental|nan|autotrophic|self-supporting|750|nan|nan|nan|nan|nan|8.5|phanerophyte|nan|18|4|corymb|4|1|12|none|nan|nan|nan|nan|nan|nan|7.2|nan|nan|nan|nan|nan|nan|nan|apomictic|Little or no vegetative spread|Rare|nan|nan|nan|nan|simple|20|1-3 times as long as wide|nan|nan|nan|nan|Vulnerable|nan|none|nan|nan|dense hairs, glabrous|nan|nan|nan|nan|No Data|white|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|height > width|nan|10-100|3|1.04|nan|nan|dense hairs|nan|nan|nan|nan|nan|nan|nan|lobed and toothed|nan|9|3|pointed|does not kill insects|nan|nan|nan|nan|nan|nan|aestival|nan|1530|84|nan|2.5|nan|nan|woody|nan|nan|nan|nan|1.93|nan|nan|nan|nan|Boreal montane|nan|nan|nan|nan|nan|Oceanic|800280096
sorbus_aucuparia|rounded|1562|nan|nan|nan|lower|5|Africa, Asia, Europe|nan|nan|none|C3|no ramets|5, nan|nan|nan|nan|2.11|nan|34|nan|0.86|nan|nan|nan|nan|nan|nan|nan|nan|eaten by birds, eaten by mammals, water|nan|nan|nan|seed|0|polycarpic|100-500|long-term persistent, transient|5|nan|400|nan|petiolate|6|nan|0.35|10-20|nan|0, 0, 0|975|1-10|insect|native|Mega- meso- and micro- phanerophyte|7|nan|<45|nan|-6, 6, 6x|No|4, 4x, nan|nan|Not continental|11.3|autotrophic|self-supporting|1500|4.14|nan|no persistent seedbank recorded|autumn, summer|nan|4.66|phanerophyte|Northumberland|4|3, 4, 4|corymb|5x, 6, nan|27|14|none|nan|0|6-12|nan|nan|1.42|4.14|nan|1-5 yrs|nan|nan|none, suckers|hermaphrodite|epigeal|cross and self, obligatory cross|Little or no vegetative spread|Present|4, 8|2-3|nan|nan|compound|20|1-3 times as long as wide, >3 times as long as wide|nan|nan|nan|nan|nan|nan|none|nan|nan|glabrous, soft hairs|coughs, scurvy, worms|nan|glabrous, soft hairs|nan|No|white|spring|nan|nan|nan|1000-10000|nan|nan|60-65|132, 224|5|nan|nan|37|height > width|absolute|10-100|3|1.76|nan|nan|soft hairs|infertile, very infertile|nan|nan|4|nan|nan|nan|toothed|nan|2|3|pointed|does not kill insects|nan|nan|5.5|nan|0|nan|aestival|light, mid, none|1128|114, 7, 8.2|1.15|3.4|nan|nan|woody|nan|nan|2000|nan|2.73|nan|protogynous|nan|nan|Boreo-Temperate|free-draining|soft hairs|nan|frequent|nan|Eurasian|800280020
sorbus_aucuparia_x_intermedia|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|corymb|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|20|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|white|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|920007594
sorbus_bristoliensis|cuneate|nan|nan|nan|nan|nan|5|Europe|nan|nan|nan|C3|nan|nan|nan|nan|nan|3.88|nan|51|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|polycarpic|nan|nan|5|nan|nan|nan|petiolate|6|nan|0.6|nan|nan|0|nan|nan|none|native|Mega- meso- and micro- phanerophyte|nan|nan|nan|nan|6|No|4|nan|Not continental|nan|autotrophic|self-supporting|1000|nan|nan|nan|nan|nan|4.71|phanerophyte|nan|20|8|corymb|4|1|16.5|none|nan|nan|nan|nan|nan|nan|1.94|nan|nan|nan|nan|nan|nan|nan|nan|Little or no vegetative spread|Rare|nan|nan|nan|nan|simple|20|1-3 times as long as wide|nan|nan|nan|nan|Endangered|nan|none|nan|nan|dense hairs, subglabrous|nan|nan|nan|nan|No Data|white|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|height > width|nan|10-100|2|nan|nan|nan|soft hairs|nan|nan|nan|nan|nan|nan|nan|lobed and toothed|nan|12|2|pointed|does not kill insects|nan|nan|nan|nan|nan|nan|aestival|nan|844|9.3468|nan|4.4|nan|nan|woody|nan|nan|nan|nan|2.66|nan|nan|nan|nan|Temperate|nan|nan|nan|nan|nan|Oceanic|800280166
sorbus_croceocarpa|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|corymb|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|20|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|white|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|24.2757|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|920002626
sorbus_decipiens|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|corymb|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|20|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|white|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|920002627
sorbus_devoniensis|rounded|nan|nan|nan|nan|nan|5|Europe|nan|nan|nan|C3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|eaten by birds|nan|nan|nan|seed|nan|polycarpic|nan|nan|5|stable|nan|nan|petiolate|6|nan|0.7|nan|nan|0|nan|nan|none|native|Mega- meso- and micro- phanerophyte|nan|nan|nan|nan|6|No|5|mast|Not continental|nan|autotrophic|self-supporting|1500|nan|nan|nan|nan|nan|9.49|phanerophyte|nan|30|6|corymb|5|2|15|none|nan|nan|nan|nan|nan|nan|0.36|24|nan|nan|nan|nan|nan|nan|apomictic|Little or no vegetative spread|Scarce|nan|nan|nan|nan|simple|20|1-3 times as long as wide|nan|nan|nan|nan|nan|nan|none|nan|nan|dense hairs, subglabrous|nan|nan|nan|nan|No Data|white|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|height > width|nan|10-100|2|nan|nan|nan|soft hairs|nan|nan|nan|nan|nan|nan|nan|lobed and toothed|nan|10|2|pointed|does not kill insects|nan|nan|nan|nan|nan|nan|aestival|nan|1171|21.12|nan|5|nan|nan|woody|nan|nan|nan|nan|nan|nan|nan|nan|nan|Temperate|nan|nan|nan|nan|nan|Oceanic|800280167
sorbus_eminens|cuneate|nan|nan|nan|nan|nan|5|Europe|nan|nan|nan|C3|nan|nan|nan|nan|nan|nan|nan|68|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|polycarpic|nan|nan|5|nan|nan|nan|petiolate|6|nan|nan|nan|nan|0|nan|nan|none|native|Mega- meso- and micro- phanerophyte|nan|nan|nan|nan|6|No|5|nan|Not continental|nan|autotrophic|self-supporting|600|nan|nan|nan|nan|nan|7.98|phanerophyte|nan|20|7|corymb|5|1|16|none|nan|nan|nan|nan|nan|nan|0.57|nan|nan|nan|nan|nan|nan|nan|nan|Little or no vegetative spread|Rare|nan|nan|nan|nan|simple|20|1-3 times as long as wide|nan|nan|nan|nan|Vulnerable|nan|none|nan|nan|dense hairs, glabrous|nan|nan|nan|nan|No Data|white|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|height = width|nan|10-100|3|nan|nan|nan|dense hairs|nan|nan|nan|nan|nan|nan|nan|toothed|nan|10|3|pointed, rounded|does not kill insects|nan|nan|nan|nan|nan|nan|aestival|nan|878|21.82|nan|4.4|nan|nan|woody|nan|nan|nan|nan|nan|nan|nan|nan|nan|Temperate|nan|nan|nan|nan|nan|Oceanic|800280066
sorbus_hibernica|cuneate|nan|nan|nan|nan|nan|5|Europe|nan|nan|nan|C3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|polycarpic|nan|nan|5|nan|nan|nan|petiolate|5|nan|0.45|nan|nan|0|nan|nan|none|native|Mega- meso- and micro- phanerophyte|nan|nan|<45|nan|6|No|5|nan|Not continental|nan|autotrophic|self-supporting|600|nan|nan|nan|nan|nan|nan|phanerophyte|nan|20|7|corymb|5|1|15|none|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|Little or no vegetative spread|o|nan|nan|nan|nan|simple|20|1-3 times as long as wide|nan|nan|nan|nan|nan|nan|none|nan|nan|dense hairs, glabrous|nan|nan|nan|nan|No|white|nan|nan|nan|nan|nan|nan|nan|60-65|nan|5|nan|nan|nan|height > width|nan|10-100|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|toothed|nan|10|3|rounded|does not kill insects|nan|nan|nan|nan|nan|nan|aestival|nan|1035|14.9806931|nan|4.5|nan|nan|woody|nan|nan|nan|nan|nan|nan|nan|nan|nan|Temperate|nan|nan|nan|nan|nan|Oceanic|800280069
sorbus_hybrida|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|0.75|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|corymb|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|20|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|white|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|4.2212|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|800280130
sorbus_intermedia|cuneate|nan|nan|nan|nan|nan|5|Europe|nan|nan|nan|C3|nan|nan|nan|nan|nan|2.21|nan|68|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|polycarpic|nan|nan|5|increasing|nan|nan|petiolate|5|nan|0.6|nan|nan|0|457|1-10|none|naturalised|Mega- meso- and micro- phanerophyte|nan|nan|<45|nan|6|No|7|nan|Not continental|15.2|autotrophic|self-supporting|1000|nan|nan|nan|nan|nan|3.83|phanerophyte|nan|15|8|corymb|6|7|15|none|nan|nan|nan|nan|nan|2.78|4.39|nan|nan|nan|nan|nan|nan|nan|apomictic|Little or no vegetative spread|nan|nan|nan|nan|nan|simple|20|1-3 times as long as wide|nan|nan|nan|nan|nan|nan|none|nan|nan|dense hairs, glabrous|nan|nan|nan|nan|No|white|nan|nan|nan|nan|nan|nan|nan|60-65|nan|5|nan|nan|nan|height > width|nan|10-100|3|1.04|nan|nan|dense hairs|infertile, very infertile|nan|nan|nan|nan|nan|nan|lobed and toothed|nan|10|3|pointed|does not kill insects|nan|nan|nan|nan|nan|nan|aestival|nan|901|13.33, 39, 69.9|nan|3.5|nan|nan|woody|nan|nan|nan|nan|2.66|nan|nan|nan|nan|Mediterranean|nan|nan|nan|nan|nan|Hyperoceanic|800280150
sorbus_lancastriensis|cuneate|nan|nan|nan|nan|nan|5|Europe|nan|nan|nan|C3|nan|nan|nan|nan|nan|2.21|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|polycarpic|nan|nan|5|nan|nan|nan|petiolate|6|nan|0.5|nan|nan|0|nan|nan|none|native|Mega- meso- and micro- phanerophyte|nan|nan|nan|nan|8|No|3|nan|Not continental|nan|autotrophic|self-supporting|500|nan|nan|nan|nan|nan|3.8|phanerophyte|nan|20|7|corymb|4|1|15|none|nan|nan|nan|nan|nan|nan|4.4|nan|nan|nan|nan|nan|nan|nan|nan|Little or no vegetative spread|Rare|nan|nan|nan|nan|simple|20|1-3 times as long as wide|nan|nan|nan|nan|nan|nan|none|nan|nan|dense hairs, glabrous|nan|nan|nan|nan|No Data|white|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|height = width|nan|10-100|3|1.04|nan|nan|soft hairs|nan|nan|nan|nan|nan|nan|nan|toothed|nan|10|3|rounded|does not kill insects|nan|nan|nan|nan|nan|nan|aestival|nan|1285|15.43|nan|3.3|nan|nan|woody|nan|nan|nan|nan|1.2|nan|nan|nan|nan|Temperate|nan|nan|nan|nan|nan|Oceanic|800280067
sorbus_latifolia|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|corymb|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|20|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|white|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|14.38784|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|800280160
sorbus_leptophylla|cuneate|nan|nan|nan|nan|nan|5|Europe|nan|nan|nan|C3|nan|nan|nan|nan|nan|nan|nan|68|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|polycarpic|nan|nan|5|nan|nan|nan|petiolate|5|nan|0.6|nan|nan|0|nan|nan|none|native|Nanophanerophyte|nan|nan|nan|nan|5|No|5|nan|Not continental|nan|autotrophic|self-supporting|300|nan|nan|nan|nan|nan|7.44|phanerophyte|nan|nan|7|corymb|5|1|14.5|none|nan|nan|nan|nan|nan|nan|1.99|nan|nan|nan|nan|nan|nan|nan|nan|Little or no vegetative spread|Rare|nan|nan|nan|nan|simple|20|1-3 times as long as wide|nan|nan|nan|nan|Critically Endangered|nan|none|Mega- meso- and micro- phanerophyte|nan|dense hairs, glabrous|nan|nan|nan|nan|No Data|white|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|height > width|nan|10-100|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|toothed|nan|nan|3|pointed|does not kill insects|nan|nan|nan|nan|nan|nan|aestival|nan|1501|25.4844|nan|2.9|nan|nan|woody|nan|nan|nan|nan|nan|nan|nan|nan|nan|Temperate|nan|nan|nan|nan|nan|Oceanic|800280056
sorbus_leyana|cuneate|nan|nan|nan|nan|nan|5|Europe|nan|nan|nan|C3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|polycarpic|nan|nan|5|nan|nan|nan|petiolate|6|nan|0.825|nan|nan|0|nan|nan|none|native|Nanophanerophyte|nan|nan|<45|nan|7|No|4|nan|Not continental|nan|autotrophic|self-supporting|200|nan|nan|nan|nan|nan|6.17|phanerophyte|nan|20|8|corymb|5|1|14|none|nan|nan|nan|nan|nan|nan|2.96|nan|nan|nan|nan|nan|nan|nan|nan|Little or no vegetative spread|Rare|nan|nan|nan|nan|simple|20|1-3 times as long as wide|nan|nan|nan|nan|Critically Endangered|nan|none|nan|nan|dense hairs, glabrous|nan|nan|nan|nan|No|white|nan|nan|nan|nan|nan|nan|nan|60-65|nan|5|nan|nan|nan|height = width|nan|10-100|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|lobed and toothed|nan|10|3|pointed|does not kill insects|nan|nan|nan|nan|nan|nan|aestival|nan|1687|15.7|nan|2.5|nan|nan|woody|nan|nan|nan|nan|nan|nan|nan|nan|nan|Temperate|nan|nan|nan|nan|nan|Oceanic|800280097
sorbus_minima|cuneate|nan|nan|nan|nan|nan|5|Europe|nan|nan|nan|C3|nan|nan|nan|nan|nan|nan|nan|51|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|polycarpic|nan|nan|5|nan|nan|nan|petiolate|6|nan|0.525|nan|nan|0|487|nan|none|native|Nanophanerophyte|nan|nan|nan|nan|6|No|3|nan|Not continental|nan|autotrophic|self-supporting|300|nan|nan|nan|nan|nan|7.7|phanerophyte|nan|17|8|corymb|4|1|14|none|nan|426|nan|nan|nan|nan|1.6|nan|nan|nan|nan|nan|nan|nan|nan|Little or no vegetative spread|Rare|nan|nan|nan|nan|simple|20|1-3 times as long as wide|nan|nan|nan|nan|Vulnerable|nan|none|Mega- meso- and micro- phanerophyte|nan|dense hairs, soft hairs, subglabrous|nan|nan|nan|nan|No Data|white|nan|nan|nan|nan|nan|nan|nan|nan|nan|5|nan|nan|nan|height = width|nan|10-100|3|nan|nan|nan|dense hairs|nan|nan|nan|nan|nan|nan|nan|lobed and toothed|nan|12|3|pointed|does not kill insects|nan|nan|nan|nan|426|nan|aestival|nan|1523|9.0491|nan|2.2|nan|nan|woody|nan|nan|nan|nan|nan|nan|nan|nan|nan|Temperate|nan|nan|nan|nan|nan|Oceanic|800280090
